Id,Id2,Geography,Total; Estimate; Total population,Total; Margin of Error; Total population,Male; Estimate; Total population,Male; Margin of Error; Total population,Female; Estimate; Total population,Female; Margin of Error; Total population,Total; Estimate; AGE - Under 5 years,Total; Margin of Error; AGE - Under 5 years,Male; Estimate; AGE - Under 5 years,Male; Margin of Error; AGE - Under 5 years,Female; Estimate; AGE - Under 5 years,Female; Margin of Error; AGE - Under 5 years,Total; Estimate; AGE - 5 to 9 years,Total; Margin of Error; AGE - 5 to 9 years,Male; Estimate; AGE - 5 to 9 years,Male; Margin of Error; AGE - 5 to 9 years,Female; Estimate; AGE - 5 to 9 years,Female; Margin of Error; AGE - 5 to 9 years,Total; Estimate; AGE - 10 to 14 years,Total; Margin of Error; AGE - 10 to 14 years,Male; Estimate; AGE - 10 to 14 years,Male; Margin of Error; AGE - 10 to 14 years,Female; Estimate; AGE - 10 to 14 years,Female; Margin of Error; AGE - 10 to 14 years,Total; Estimate; AGE - 15 to 19 years,Total; Margin of Error; AGE - 15 to 19 years,Male; Estimate; AGE - 15 to 19 years,Male; Margin of Error; AGE - 15 to 19 years,Female; Estimate; AGE - 15 to 19 years,Female; Margin of Error; AGE - 15 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Margin of Error; AGE - 20 to 24 years,Male; Estimate; AGE - 20 to 24 years,Male; Margin of Error; AGE - 20 to 24 years,Female; Estimate; AGE - 20 to 24 years,Female; Margin of Error; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Margin of Error; AGE - 25 to 29 years,Male; Estimate; AGE - 25 to 29 years,Male; Margin of Error; AGE - 25 to 29 years,Female; Estimate; AGE - 25 to 29 years,Female; Margin of Error; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Margin of Error; AGE - 30 to 34 years,Male; Estimate; AGE - 30 to 34 years,Male; Margin of Error; AGE - 30 to 34 years,Female; Estimate; AGE - 30 to 34 years,Female; Margin of Error; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 39 years,Total; Margin of Error; AGE - 35 to 39 years,Male; Estimate; AGE - 35 to 39 years,Male; Margin of Error; AGE - 35 to 39 years,Female; Estimate; AGE - 35 to 39 years,Female; Margin of Error; AGE - 35 to 39 years,Total; Estimate; AGE - 40 to 44 years,Total; Margin of Error; AGE - 40 to 44 years,Male; Estimate; AGE - 40 to 44 years,Male; Margin of Error; AGE - 40 to 44 years,Female; Estimate; AGE - 40 to 44 years,Female; Margin of Error; AGE - 40 to 44 years,Total; Estimate; AGE - 45 to 49 years,Total; Margin of Error; AGE - 45 to 49 years,Male; Estimate; AGE - 45 to 49 years,Male; Margin of Error; AGE - 45 to 49 years,Female; Estimate; AGE - 45 to 49 years,Female; Margin of Error; AGE - 45 to 49 years,Total; Estimate; AGE - 50 to 54 years,Total; Margin of Error; AGE - 50 to 54 years,Male; Estimate; AGE - 50 to 54 years,Male; Margin of Error; AGE - 50 to 54 years,Female; Estimate; AGE - 50 to 54 years,Female; Margin of Error; AGE - 50 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Margin of Error; AGE - 55 to 59 years,Male; Estimate; AGE - 55 to 59 years,Male; Margin of Error; AGE - 55 to 59 years,Female; Estimate; AGE - 55 to 59 years,Female; Margin of Error; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Margin of Error; AGE - 60 to 64 years,Male; Estimate; AGE - 60 to 64 years,Male; Margin of Error; AGE - 60 to 64 years,Female; Estimate; AGE - 60 to 64 years,Female; Margin of Error; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 69 years,Total; Margin of Error; AGE - 65 to 69 years,Male; Estimate; AGE - 65 to 69 years,Male; Margin of Error; AGE - 65 to 69 years,Female; Estimate; AGE - 65 to 69 years,Female; Margin of Error; AGE - 65 to 69 years,Total; Estimate; AGE - 70 to 74 years,Total; Margin of Error; AGE - 70 to 74 years,Male; Estimate; AGE - 70 to 74 years,Male; Margin of Error; AGE - 70 to 74 years,Female; Estimate; AGE - 70 to 74 years,Female; Margin of Error; AGE - 70 to 74 years,Total; Estimate; AGE - 75 to 79 years,Total; Margin of Error; AGE - 75 to 79 years,Male; Estimate; AGE - 75 to 79 years,Male; Margin of Error; AGE - 75 to 79 years,Female; Estimate; AGE - 75 to 79 years,Female; Margin of Error; AGE - 75 to 79 years,Total; Estimate; AGE - 80 to 84 years,Total; Margin of Error; AGE - 80 to 84 years,Male; Estimate; AGE - 80 to 84 years,Male; Margin of Error; AGE - 80 to 84 years,Female; Estimate; AGE - 80 to 84 years,Female; Margin of Error; AGE - 80 to 84 years,Total; Estimate; AGE - 85 years and over,Total; Margin of Error; AGE - 85 years and over,Male; Estimate; AGE - 85 years and over,Male; Margin of Error; AGE - 85 years and over,Female; Estimate; AGE - 85 years and over,Female; Margin of Error; AGE - 85 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Total; Margin of Error; SELECTED AGE CATEGORIES - 5 to 14 years,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Male; Margin of Error; SELECTED AGE CATEGORIES - 5 to 14 years,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Female; Margin of Error; SELECTED AGE CATEGORIES - 5 to 14 years,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,Total; Margin of Error; SELECTED AGE CATEGORIES - 15 to 17 years,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,Male; Margin of Error; SELECTED AGE CATEGORIES - 15 to 17 years,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,Female; Margin of Error; SELECTED AGE CATEGORIES - 15 to 17 years,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,Total; Margin of Error; SELECTED AGE CATEGORIES - 18 to 24 years,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,Male; Margin of Error; SELECTED AGE CATEGORIES - 18 to 24 years,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,Female; Margin of Error; SELECTED AGE CATEGORIES - 18 to 24 years,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Total; Margin of Error; SELECTED AGE CATEGORIES - 15 to 44 years,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Male; Margin of Error; SELECTED AGE CATEGORIES - 15 to 44 years,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Female; Margin of Error; SELECTED AGE CATEGORIES - 15 to 44 years,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 16 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 16 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 16 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 18 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 18 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 18 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 60 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 60 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 60 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 62 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 62 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 62 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 65 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 65 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 65 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 75 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 75 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 75 years and over,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Margin of Error; SUMMARY INDICATORS - Median age (years),Male; Estimate; SUMMARY INDICATORS - Median age (years),Male; Margin of Error; SUMMARY INDICATORS - Median age (years),Female; Estimate; SUMMARY INDICATORS - Median age (years),Female; Margin of Error; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Margin of Error; SUMMARY INDICATORS - Sex ratio (males per 100 females),Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Male; Margin of Error; SUMMARY INDICATORS - Sex ratio (males per 100 females),Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Female; Margin of Error; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Margin of Error; SUMMARY INDICATORS - Age dependency ratio,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,Male; Margin of Error; SUMMARY INDICATORS - Age dependency ratio,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,Female; Margin of Error; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,Total; Margin of Error; SUMMARY INDICATORS - Old-age dependency ratio,Male; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,Male; Margin of Error; SUMMARY INDICATORS - Old-age dependency ratio,Female; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,Female; Margin of Error; SUMMARY INDICATORS - Old-age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Total; Margin of Error; SUMMARY INDICATORS - Child dependency ratio,Male; Estimate; SUMMARY INDICATORS - Child dependency ratio,Male; Margin of Error; SUMMARY INDICATORS - Child dependency ratio,Female; Estimate; SUMMARY INDICATORS - Child dependency ratio,Female; Margin of Error; SUMMARY INDICATORS - Child dependency ratio,Total; Estimate; PERCENT ALLOCATED - Sex,Total; Margin of Error; PERCENT ALLOCATED - Sex,Male; Estimate; PERCENT ALLOCATED - Sex,Male; Margin of Error; PERCENT ALLOCATED - Sex,Female; Estimate; PERCENT ALLOCATED - Sex,Female; Margin of Error; PERCENT ALLOCATED - Sex,Total; Estimate; PERCENT ALLOCATED - Age,Total; Margin of Error; PERCENT ALLOCATED - Age,Male; Estimate; PERCENT ALLOCATED - Age,Male; Margin of Error; PERCENT ALLOCATED - Age,Female; Estimate; PERCENT ALLOCATED - Age,Female; Margin of Error; PERCENT ALLOCATED - Age
0400000US01,1,Alabama,4863300,*****,2356052,5269,2507248,5269,5.9,0.1,6.1,0.1,5.7,0.1,6.4,0.1,6.9,0.2,6,0.2,6.2,0.1,6.6,0.2,5.8,0.2,6.9,0.1,7.3,0.2,6.5,0.2,6.7,0.1,6.9,0.1,6.5,0.1,6.7,0.1,6.9,0.1,6.5,0.1,6.2,0.1,6.3,0.2,6.1,0.1,6.2,0.1,6.1,0.2,6.2,0.2,6.1,0.2,6.2,0.2,6.1,0.2,6.5,0.1,6.4,0.1,6.5,0.1,6.8,0.1,6.9,0.1,6.7,0.1,7,0.2,6.9,0.2,7.1,0.2,6.2,0.1,6.1,0.2,6.4,0.2,5.5,0.1,5.3,0.2,5.7,0.1,4,0.1,3.8,0.2,4.3,0.2,2.8,0.1,2.5,0.1,3.1,0.1,2,0.1,1.6,0.1,2.3,0.1,1.8,0.1,1.2,0.1,2.3,0.1,12.6,0.1,13.5,0.1,11.8,0.1,4.1,0.1,4.4,0.1,3.8,0.1,9.5,0.1,9.8,0.1,9.3,0.2,38.8,0.1,39.8,0.2,38,0.2,80.1,0.1,79,0.2,81.2,0.2,77.4,0.1,76,0.2,78.7,0.2,22.3,0.2,20.5,0.2,24.1,0.2,19.8,0.1,18,0.2,21.5,0.2,16.1,0.1,14.4,0.1,17.8,0.1,6.5,0.1,5.3,0.1,7.7,0.1,39,0.2,37.4,0.2,40.5,0.2,94,0.4,(X),(X),(X),(X),63.2,0.2,(X),(X),(X),(X),26.3,0.1,(X),(X),(X),(X),36.9,0.2,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.2,(X),(X),(X),(X),(X)
0400000US02,2,Alaska,741894,*****,390573,2254,351321,2254,7.1,0.1,7,0.2,7.2,0.3,7.2,0.3,6.8,0.4,7.8,0.5,6.9,0.3,7.6,0.5,6.1,0.5,6.6,0.3,6.8,0.4,6.3,0.4,7.7,0.3,8.5,0.4,6.7,0.4,8.6,0.2,8.4,0.3,8.9,0.4,7.8,0.3,7.7,0.3,7.8,0.4,6.6,0.4,6.5,0.5,6.8,0.5,5.8,0.4,5.5,0.6,6.2,0.5,5.9,0.2,6,0.3,5.9,0.3,6.6,0.2,6.7,0.3,6.5,0.2,7.3,0.4,7.3,0.6,7.2,0.5,5.6,0.3,5.5,0.4,5.8,0.4,4.3,0.3,4.4,0.3,4,0.3,2.8,0.2,2.5,0.3,3,0.3,1.5,0.1,1.5,0.2,1.5,0.2,0.8,0.1,0.7,0.2,0.9,0.2,0.9,0.1,0.6,0.1,1.3,0.2,14.1,0.2,14.4,0.3,13.8,0.3,4.1,0.2,4.1,0.3,4,0.3,10.2,0.2,11.3,0.4,9,0.4,43.1,0.3,43.4,0.5,42.7,0.5,77.5,0.2,77.5,0.4,77.6,0.4,74.8,0.1,74.6,0.3,74.9,0.3,15.9,0.3,15.2,0.4,16.6,0.5,13.5,0.3,13.1,0.4,13.8,0.4,10.2,0.1,9.7,0.2,10.8,0.2,3.2,0.1,2.7,0.1,3.8,0.2,33.5,0.3,32.8,0.3,34.3,0.5,111.2,1.4,(X),(X),(X),(X),55,0.4,(X),(X),(X),(X),15.8,0.3,(X),(X),(X),(X),39.1,0.2,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.7,(X),(X),(X),(X),(X)
0400000US04,4,Arizona,6931071,*****,3444228,2680,3486843,2680,6.3,0.1,6.5,0.1,6.1,0.1,6.6,0.1,6.9,0.1,6.4,0.2,6.6,0.1,6.7,0.1,6.5,0.2,6.9,0.1,7.1,0.1,6.6,0.1,6.9,0.1,7.2,0.1,6.6,0.1,6.9,0.1,7.3,0.1,6.6,0.1,6.5,0.1,6.7,0.1,6.2,0.1,6.4,0.1,6.5,0.2,6.2,0.2,5.9,0.1,5.9,0.2,5.8,0.2,6.1,0.1,6.1,0.1,6.1,0.1,6.1,0.1,6.1,0.1,6.1,0.1,6,0.1,5.7,0.2,6.2,0.2,6,0.1,5.7,0.2,6.3,0.2,5.6,0.1,5.3,0.1,6,0.1,4.2,0.1,4.1,0.1,4.4,0.1,3.1,0.1,2.9,0.1,3.3,0.1,2.1,0.1,1.9,0.1,2.2,0.1,1.8,0.1,1.5,0.1,2.2,0.1,13.2,0.1,13.6,0.1,12.9,0.1,4,0.1,4.1,0.1,3.9,0.1,9.7,0.1,10.1,0.1,9.3,0.1,39.4,0.1,40.6,0.1,38.2,0.1,79.1,0.1,78.5,0.1,79.7,0.1,76.5,0.1,75.8,0.1,77.1,0.1,22.9,0.1,21.4,0.2,24.4,0.2,20.4,0.1,19,0.1,21.8,0.1,16.9,0.1,15.7,0.1,18.1,0.1,7,0.1,6.3,0.1,7.7,0.1,37.5,0.2,36.2,0.1,38.8,0.2,98.8,0.2,(X),(X),(X),(X),67.8,0.1,(X),(X),(X),(X),28.3,0.1,(X),(X),(X),(X),39.5,0.1,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.1,(X),(X),(X),(X),(X)
0400000US05,5,Arkansas,2988248,*****,1468782,4455,1519466,4455,6.3,0.1,6.8,0.2,5.8,0.2,6.7,0.2,7,0.3,6.5,0.3,6.6,0.2,6.9,0.3,6.3,0.3,7.2,0.2,7.4,0.2,7,0.2,6.5,0.1,7,0.2,6.1,0.2,6.5,0.1,6.5,0.2,6.5,0.2,6.3,0.1,6.3,0.2,6.2,0.1,6.2,0.2,6.3,0.3,6.2,0.2,6,0.2,6.1,0.3,6,0.2,6.2,0.1,6.3,0.2,6.2,0.1,6.5,0.1,6.4,0.2,6.6,0.1,6.5,0.2,6.3,0.2,6.7,0.2,6.1,0.2,6.1,0.2,6.2,0.2,5.5,0.1,5.4,0.2,5.7,0.2,4,0.1,3.7,0.2,4.3,0.2,2.9,0.1,2.6,0.1,3.1,0.2,2,0.1,1.8,0.1,2.2,0.1,1.9,0.1,1.2,0.1,2.5,0.2,13.3,0.1,13.9,0.2,12.8,0.2,4,0.1,4.1,0.2,3.9,0.2,9.7,0.1,10.3,0.2,9.2,0.1,38.8,0.2,39.6,0.2,38,0.2,78.9,0.2,77.9,0.3,79.9,0.3,76.3,0.1,75.2,0.2,77.4,0.2,22.4,0.2,20.8,0.2,23.9,0.2,19.9,0.2,18.4,0.2,21.4,0.2,16.3,0.1,14.7,0.1,17.8,0.1,6.7,0.1,5.6,0.1,7.8,0.1,38,0.2,36.5,0.2,39.5,0.3,96.7,0.6,(X),(X),(X),(X),66.5,0.2,(X),(X),(X),(X),27.1,0.2,(X),(X),(X),(X),39.4,0.2,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.4,(X),(X),(X),(X),(X)
0400000US06,6,California,39250017,*****,19491231,4158,19758786,4158,6.3,0.1,6.5,0.1,6.1,0.1,6.4,0.1,6.6,0.1,6.3,0.1,6.5,0.1,6.7,0.1,6.3,0.1,6.6,0.1,6.8,0.1,6.4,0.1,7.2,0.1,7.5,0.1,6.8,0.1,7.8,0.1,8.1,0.1,7.5,0.1,7.2,0.1,7.5,0.1,7,0.1,6.8,0.1,6.8,0.1,6.7,0.1,6.4,0.1,6.5,0.1,6.3,0.1,6.7,0.1,6.7,0.1,6.6,0.1,6.6,0.1,6.6,0.1,6.6,0.1,6.3,0.1,6.2,0.1,6.4,0.1,5.6,0.1,5.4,0.1,5.8,0.1,4.6,0.1,4.4,0.1,4.9,0.1,3.2,0.1,3,0.1,3.5,0.1,2.3,0.1,2.1,0.1,2.5,0.1,1.6,0.1,1.4,0.1,1.9,0.1,1.8,0.1,1.3,0.1,2.3,0.1,12.9,0.1,13.3,0.1,12.6,0.1,3.9,0.1,4,0.1,3.8,0.1,9.8,0.1,10.2,0.1,9.4,0.1,41.9,0.1,43.1,0.1,40.8,0.1,79.5,0.1,78.9,0.1,80.1,0.1,76.8,0.1,76.2,0.1,77.5,0.1,19.2,0.1,17.6,0.1,20.9,0.1,16.8,0.1,15.2,0.1,18.4,0.1,13.6,0.1,12.2,0.1,15.1,0.1,5.7,0.1,4.8,0.1,6.7,0.1,36.4,0.2,35.3,0.1,37.5,0.1,98.6,0.1,(X),(X),(X),(X),58.2,0.1,(X),(X),(X),(X),21.6,0.1,(X),(X),(X),(X),36.7,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.1,(X),(X),(X),(X),(X)
0400000US08,8,Colorado,5540545,*****,2790701,3484,2749844,3484,6,0.1,6.1,0.1,6,0.1,6.5,0.1,6.7,0.2,6.3,0.2,6.4,0.1,6.5,0.2,6.3,0.2,6.4,0.1,6.6,0.1,6.2,0.1,7,0.1,7.3,0.1,6.7,0.1,7.7,0.1,7.9,0.1,7.4,0.1,7.5,0.1,7.7,0.1,7.2,0.1,7.1,0.2,7.3,0.2,6.8,0.2,6.4,0.2,6.4,0.2,6.4,0.2,6.5,0.1,6.5,0.1,6.5,0.1,6.5,0.1,6.4,0.1,6.5,0.1,6.7,0.1,6.5,0.2,6.9,0.2,5.9,0.1,5.7,0.2,6.1,0.2,5.1,0.1,4.9,0.1,5.2,0.1,3.2,0.1,3,0.1,3.5,0.1,2.2,0.1,2.1,0.1,2.3,0.1,1.4,0.1,1.2,0.1,1.7,0.1,1.4,0.1,1,0.1,1.9,0.1,12.9,0.1,13.2,0.1,12.6,0.1,3.8,0.1,4,0.1,3.6,0.1,9.6,0.1,10,0.1,9.3,0.1,42,0.1,43.3,0.1,40.7,0.1,79.7,0.1,79.3,0.1,80.2,0.1,77.2,0.1,76.7,0.1,77.8,0.1,19.3,0.1,17.9,0.2,20.8,0.2,16.8,0.1,15.5,0.2,18.1,0.2,13.4,0.1,12.2,0.1,14.7,0.1,5.1,0.1,4.3,0.1,6,0.1,36.7,0.2,35.7,0.2,37.8,0.2,101.5,0.3,(X),(X),(X),(X),56.6,0.1,(X),(X),(X),(X),21,0.1,(X),(X),(X),(X),35.6,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.4,(X),(X),(X),(X),(X)
0400000US09,9,Connecticut,3576452,*****,1745153,1844,1831299,1844,5.2,0.1,5.4,0.1,5,0.1,5.6,0.1,6,0.2,5.3,0.2,6.3,0.2,6.5,0.2,6.1,0.2,7,0.1,7.4,0.1,6.6,0.1,7,0.1,7.4,0.1,6.5,0.1,6.1,0.1,6.4,0.1,5.8,0.1,6.1,0.1,6.2,0.1,6.1,0.1,5.7,0.2,5.8,0.2,5.7,0.2,6.1,0.2,6.2,0.2,6.1,0.2,7,0.1,6.9,0.1,7,0.1,7.7,0.1,7.6,0.1,7.7,0.1,7.4,0.2,7.4,0.2,7.4,0.2,6.7,0.2,6.5,0.2,6.9,0.2,5.3,0.1,5.1,0.2,5.5,0.2,3.7,0.1,3.5,0.2,3.9,0.2,2.6,0.1,2.4,0.1,2.8,0.1,2,0.1,1.6,0.1,2.4,0.1,2.5,0.1,1.6,0.1,3.3,0.1,11.9,0.1,12.4,0.1,11.4,0.1,4,0.1,4.2,0.1,3.8,0.1,10,0.1,10.6,0.1,9.4,0.1,38,0.1,39.4,0.1,36.7,0.1,81.6,0.1,80.8,0.1,82.4,0.1,79,0.1,78,0.1,79.9,0.1,22.8,0.2,20.8,0.2,24.8,0.2,19.8,0.2,18,0.2,21.5,0.2,16.1,0.1,14.3,0.1,17.9,0.1,7.1,0.1,5.6,0.1,8.5,0.1,40.9,0.2,39.1,0.3,42.6,0.2,95.3,0.2,(X),(X),(X),(X),59.1,0.1,(X),(X),(X),(X),25.7,0.1,(X),(X),(X),(X),33.5,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.4,(X),(X),(X),(X),(X)
0400000US10,10,Delaware,952065,*****,460232,1173,491833,1173,5.8,0.1,6.2,0.2,5.5,0.2,5.7,0.3,5.7,0.5,5.8,0.4,6.2,0.3,6.8,0.5,5.7,0.4,6.4,0.2,6.7,0.3,6.1,0.2,6.2,0.2,6.5,0.3,6,0.3,7,0.1,7.3,0.2,6.8,0.2,6.5,0.1,6.5,0.2,6.4,0.1,5.3,0.3,5.4,0.5,5.3,0.4,6.2,0.3,6.4,0.5,6,0.4,6.3,0.1,6.2,0.2,6.3,0.1,6.9,0.1,6.9,0.1,7,0.1,7.3,0.3,7.4,0.5,7.2,0.5,6.5,0.3,5.9,0.5,7,0.4,6.3,0.3,6.1,0.4,6.5,0.4,4.3,0.3,4,0.3,4.5,0.4,3.2,0.2,2.9,0.3,3.5,0.3,1.9,0.2,1.6,0.2,2.1,0.3,1.9,0.2,1.5,0.2,2.3,0.3,12,0.1,12.5,0.1,11.5,0.1,3.7,0.1,3.8,0.1,3.5,0.1,9,0.1,9.4,0.2,8.6,0.2,37.7,0.2,38.8,0.2,36.6,0.2,81,0.2,80.2,0.3,81.7,0.3,78.5,0.1,77.5,0.2,79.5,0.1,24,0.3,22,0.5,25.8,0.5,21.5,0.3,19.6,0.4,23.2,0.4,17.5,0.1,16.1,0.1,18.9,0.1,7,0.1,6,0.1,7.8,0.1,40.6,0.4,39.1,0.4,42.1,0.4,93.6,0.5,(X),(X),(X),(X),63.8,0.2,(X),(X),(X),(X),28.7,0.1,(X),(X),(X),(X),35.1,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
0400000US11,11,District of Columbia,681170,*****,323591,455,357579,455,6.4,0.1,6.9,0.1,6,0.1,5.1,0.4,5.7,0.4,4.6,0.5,3.9,0.3,3.9,0.4,4,0.5,5.5,0.3,5.4,0.4,5.7,0.4,8.6,0.3,8.2,0.4,8.9,0.4,11.6,0.1,11.4,0.1,11.7,0.1,11.1,0.1,11.2,0.1,11.1,0.1,8.3,0.4,8.8,0.5,7.8,0.5,6.2,0.4,6.3,0.5,6.2,0.5,5.8,0.1,6.1,0.1,5.4,0.1,5.6,0.1,5.9,0.1,5.4,0.1,5.2,0.3,5.6,0.5,4.8,0.4,5.1,0.3,4.6,0.4,5.5,0.4,4,0.2,3.7,0.3,4.3,0.3,2.8,0.2,2.7,0.3,2.9,0.3,1.9,0.2,1.6,0.2,2.2,0.3,1.4,0.2,1.2,0.2,1.6,0.3,1.5,0.2,0.9,0.2,2.1,0.4,9,0.1,9.5,0.1,8.6,0.1,2.3,0.1,2.4,0.1,2.2,0.1,11.8,0.1,11.1,0.1,12.4,0.1,51.3,0.1,51.3,0.1,51.3,0.1,83.7,0.2,82.5,0.2,84.8,0.2,82.3,0.1,81.2,0.1,83.2,0.1,16.7,0.3,14.7,0.5,18.5,0.4,14.7,0.3,12.6,0.4,16.6,0.4,11.6,0.1,10,0.1,13,0.1,4.8,0.1,3.7,0.1,5.9,0.1,33.9,0.2,33.8,0.2,34,0.2,90.5,0.2,(X),(X),(X),(X),41.5,0.1,(X),(X),(X),(X),16.4,0.1,(X),(X),(X),(X),25.1,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.8,(X),(X),(X),(X),(X)
0400000US12,12,Florida,20612439,*****,10070860,6755,10541579,6755,5.4,0.1,5.7,0.1,5.2,0.1,5.5,0.1,5.8,0.1,5.2,0.1,5.7,0.1,5.9,0.1,5.5,0.1,5.9,0.1,6.2,0.1,5.7,0.1,6.1,0.1,6.5,0.1,5.8,0.1,6.6,0.1,6.9,0.1,6.4,0.1,6.3,0.1,6.5,0.1,6.1,0.1,6,0.1,6.1,0.1,5.9,0.1,5.9,0.1,6,0.1,5.9,0.1,6.4,0.1,6.5,0.1,6.4,0.1,6.9,0.1,6.9,0.1,6.9,0.1,6.9,0.1,6.7,0.1,7.1,0.1,6.4,0.1,6.1,0.1,6.6,0.1,6.2,0.1,5.9,0.1,6.4,0.1,4.9,0.1,4.6,0.1,5.1,0.1,3.6,0.1,3.5,0.1,3.8,0.1,2.5,0.1,2.3,0.1,2.8,0.1,2.6,0.1,2,0.1,3.2,0.1,11.2,0.1,11.7,0.1,10.7,0.1,3.5,0.1,3.7,0.1,3.4,0.1,8.6,0.1,9,0.1,8.1,0.1,37,0.1,38.1,0.1,35.8,0.1,82.2,0.1,81.4,0.1,83,0.1,79.9,0.1,79,0.1,80.8,0.1,26.2,0.1,24.4,0.1,27.9,0.1,23.6,0.1,21.8,0.1,25.3,0.1,19.8,0.1,18.3,0.1,21.4,0.1,8.8,0.1,7.8,0.1,9.8,0.1,42.1,0.1,40.4,0.1,43.7,0.1,95.5,0.1,(X),(X),(X),(X),66.5,0.1,(X),(X),(X),(X),33.1,0.1,(X),(X),(X),(X),33.5,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.5,(X),(X),(X),(X),(X)
