Id,${dim.label},Total; Estimate; Total population,Total; Margin of Error; Total population,Male; Estimate; Total population,Male; Margin of Error; Total population,Female; Estimate; Total population,Female; Margin of Error; Total population,Total; Estimate; AGE - Under 5 years,Total; Margin of Error; AGE - Under 5 years,Male; Estimate; AGE - Under 5 years,Male; Margin of Error; AGE - Under 5 years,Female; Estimate; AGE - Under 5 years,Female; Margin of Error; AGE - Under 5 years,Total; Estimate; AGE - 5 to 9 years,Total; Margin of Error; AGE - 5 to 9 years,Male; Estimate; AGE - 5 to 9 years,Male; Margin of Error; AGE - 5 to 9 years,Female; Estimate; AGE - 5 to 9 years,Female; Margin of Error; AGE - 5 to 9 years,Total; Estimate; AGE - 10 to 14 years,Total; Margin of Error; AGE - 10 to 14 years,Male; Estimate; AGE - 10 to 14 years,Male; Margin of Error; AGE - 10 to 14 years,Female; Estimate; AGE - 10 to 14 years,Female; Margin of Error; AGE - 10 to 14 years,Total; Estimate; AGE - 15 to 19 years,Total; Margin of Error; AGE - 15 to 19 years,Male; Estimate; AGE - 15 to 19 years,Male; Margin of Error; AGE - 15 to 19 years,Female; Estimate; AGE - 15 to 19 years,Female; Margin of Error; AGE - 15 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Margin of Error; AGE - 20 to 24 years,Male; Estimate; AGE - 20 to 24 years,Male; Margin of Error; AGE - 20 to 24 years,Female; Estimate; AGE - 20 to 24 years,Female; Margin of Error; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Margin of Error; AGE - 25 to 29 years,Male; Estimate; AGE - 25 to 29 years,Male; Margin of Error; AGE - 25 to 29 years,Female; Estimate; AGE - 25 to 29 years,Female; Margin of Error; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Margin of Error; AGE - 30 to 34 years,Male; Estimate; AGE - 30 to 34 years,Male; Margin of Error; AGE - 30 to 34 years,Female; Estimate; AGE - 30 to 34 years,Female; Margin of Error; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 39 years,Total; Margin of Error; AGE - 35 to 39 years,Male; Estimate; AGE - 35 to 39 years,Male; Margin of Error; AGE - 35 to 39 years,Female; Estimate; AGE - 35 to 39 years,Female; Margin of Error; AGE - 35 to 39 years,Total; Estimate; AGE - 40 to 44 years,Total; Margin of Error; AGE - 40 to 44 years,Male; Estimate; AGE - 40 to 44 years,Male; Margin of Error; AGE - 40 to 44 years,Female; Estimate; AGE - 40 to 44 years,Female; Margin of Error; AGE - 40 to 44 years,Total; Estimate; AGE - 45 to 49 years,Total; Margin of Error; AGE - 45 to 49 years,Male; Estimate; AGE - 45 to 49 years,Male; Margin of Error; AGE - 45 to 49 years,Female; Estimate; AGE - 45 to 49 years,Female; Margin of Error; AGE - 45 to 49 years,Total; Estimate; AGE - 50 to 54 years,Total; Margin of Error; AGE - 50 to 54 years,Male; Estimate; AGE - 50 to 54 years,Male; Margin of Error; AGE - 50 to 54 years,Female; Estimate; AGE - 50 to 54 years,Female; Margin of Error; AGE - 50 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Margin of Error; AGE - 55 to 59 years,Male; Estimate; AGE - 55 to 59 years,Male; Margin of Error; AGE - 55 to 59 years,Female; Estimate; AGE - 55 to 59 years,Female; Margin of Error; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Margin of Error; AGE - 60 to 64 years,Male; Estimate; AGE - 60 to 64 years,Male; Margin of Error; AGE - 60 to 64 years,Female; Estimate; AGE - 60 to 64 years,Female; Margin of Error; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 69 years,Total; Margin of Error; AGE - 65 to 69 years,Male; Estimate; AGE - 65 to 69 years,Male; Margin of Error; AGE - 65 to 69 years,Female; Estimate; AGE - 65 to 69 years,Female; Margin of Error; AGE - 65 to 69 years,Total; Estimate; AGE - 70 to 74 years,Total; Margin of Error; AGE - 70 to 74 years,Male; Estimate; AGE - 70 to 74 years,Male; Margin of Error; AGE - 70 to 74 years,Female; Estimate; AGE - 70 to 74 years,Female; Margin of Error; AGE - 70 to 74 years,Total; Estimate; AGE - 75 to 79 years,Total; Margin of Error; AGE - 75 to 79 years,Male; Estimate; AGE - 75 to 79 years,Male; Margin of Error; AGE - 75 to 79 years,Female; Estimate; AGE - 75 to 79 years,Female; Margin of Error; AGE - 75 to 79 years,Total; Estimate; AGE - 80 to 84 years,Total; Margin of Error; AGE - 80 to 84 years,Male; Estimate; AGE - 80 to 84 years,Male; Margin of Error; AGE - 80 to 84 years,Female; Estimate; AGE - 80 to 84 years,Female; Margin of Error; AGE - 80 to 84 years,Total; Estimate; AGE - 85 years and over,Total; Margin of Error; AGE - 85 years and over,Male; Estimate; AGE - 85 years and over,Male; Margin of Error; AGE - 85 years and over,Female; Estimate; AGE - 85 years and over,Female; Margin of Error; AGE - 85 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Total; Margin of Error; SELECTED AGE CATEGORIES - 5 to 14 years,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Male; Margin of Error; SELECTED AGE CATEGORIES - 5 to 14 years,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Female; Margin of Error; SELECTED AGE CATEGORIES - 5 to 14 years,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,Total; Margin of Error; SELECTED AGE CATEGORIES - 15 to 17 years,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,Male; Margin of Error; SELECTED AGE CATEGORIES - 15 to 17 years,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,Female; Margin of Error; SELECTED AGE CATEGORIES - 15 to 17 years,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,Total; Margin of Error; SELECTED AGE CATEGORIES - 18 to 24 years,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,Male; Margin of Error; SELECTED AGE CATEGORIES - 18 to 24 years,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,Female; Margin of Error; SELECTED AGE CATEGORIES - 18 to 24 years,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Total; Margin of Error; SELECTED AGE CATEGORIES - 15 to 44 years,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Male; Margin of Error; SELECTED AGE CATEGORIES - 15 to 44 years,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Female; Margin of Error; SELECTED AGE CATEGORIES - 15 to 44 years,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 16 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 16 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 16 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 18 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 18 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 18 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 60 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 60 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 60 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 62 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 62 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 62 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 65 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 65 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 65 years and over,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,Total; Margin of Error; SELECTED AGE CATEGORIES - 75 years and over,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,Male; Margin of Error; SELECTED AGE CATEGORIES - 75 years and over,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,Female; Margin of Error; SELECTED AGE CATEGORIES - 75 years and over,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Margin of Error; SUMMARY INDICATORS - Median age (years),Male; Estimate; SUMMARY INDICATORS - Median age (years),Male; Margin of Error; SUMMARY INDICATORS - Median age (years),Female; Estimate; SUMMARY INDICATORS - Median age (years),Female; Margin of Error; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Margin of Error; SUMMARY INDICATORS - Sex ratio (males per 100 females),Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Male; Margin of Error; SUMMARY INDICATORS - Sex ratio (males per 100 females),Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Female; Margin of Error; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Margin of Error; SUMMARY INDICATORS - Age dependency ratio,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,Male; Margin of Error; SUMMARY INDICATORS - Age dependency ratio,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,Female; Margin of Error; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,Total; Margin of Error; SUMMARY INDICATORS - Old-age dependency ratio,Male; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,Male; Margin of Error; SUMMARY INDICATORS - Old-age dependency ratio,Female; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,Female; Margin of Error; SUMMARY INDICATORS - Old-age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Total; Margin of Error; SUMMARY INDICATORS - Child dependency ratio,Male; Estimate; SUMMARY INDICATORS - Child dependency ratio,Male; Margin of Error; SUMMARY INDICATORS - Child dependency ratio,Female; Estimate; SUMMARY INDICATORS - Child dependency ratio,Female; Margin of Error; SUMMARY INDICATORS - Child dependency ratio,Total; Estimate; PERCENT ALLOCATED - Sex,Total; Margin of Error; PERCENT ALLOCATED - Sex,Male; Estimate; PERCENT ALLOCATED - Sex,Male; Margin of Error; PERCENT ALLOCATED - Sex,Female; Estimate; PERCENT ALLOCATED - Sex,Female; Margin of Error; PERCENT ALLOCATED - Sex,Total; Estimate; PERCENT ALLOCATED - Age,Total; Margin of Error; PERCENT ALLOCATED - Age,Male; Estimate; PERCENT ALLOCATED - Age,Male; Margin of Error; PERCENT ALLOCATED - Age,Female; Estimate; PERCENT ALLOCATED - Age,Female; Margin of Error; PERCENT ALLOCATED - Age
0400000US01,Alabama,4841164,*****,2346193,1216,2494971,1216,6,0.1,6.3,0.1,5.8,0.1,6.3,0.1,6.7,0.1,6,0.1,6.5,0.1,6.8,0.1,6.2,0.1,6.7,0.1,7.1,0.1,6.4,0.1,7.1,0.1,7.3,0.1,6.9,0.1,6.6,0.1,6.7,0.1,6.5,0.1,6.3,0.1,6.4,0.1,6.3,0.1,6.1,0.1,6.1,0.1,6.1,0.1,6.4,0.1,6.5,0.1,6.3,0.1,6.5,0.1,6.5,0.1,6.5,0.1,7.1,0.1,7,0.1,7.1,0.1,6.9,0.1,6.8,0.1,6.9,0.1,6.1,0.1,6,0.1,6.3,0.1,5.2,0.1,5,0.1,5.4,0.1,3.8,0.1,3.6,0.1,4,0.1,2.7,0.1,2.4,0.1,3.1,0.1,1.9,0.1,1.6,0.1,2.2,0.1,1.7,0.1,1.1,0.1,2.2,0.1,12.8,0.1,13.5,0.1,12.2,0.1,4,0.1,4.2,0.1,3.8,0.1,9.8,0.1,10.2,0.1,9.4,0.1,39.2,0.1,40.1,0.1,38.4,0.1,79.8,0.1,78.8,0.1,80.8,0.1,77.2,0.1,76,0.1,78.3,0.1,21.5,0.1,19.7,0.1,23.2,0.1,18.9,0.1,17.2,0.1,20.6,0.1,15.3,0.1,13.7,0.1,16.9,0.1,6.4,0.1,5.1,0.1,7.5,0.1,38.6,0.1,37.1,0.1,40,0.2,94,0.1,(X),(X),(X),(X),61.7,0.1,(X),(X),(X),(X),24.8,0.1,(X),(X),(X),(X),36.9,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.8,(X),(X),(X),(X),(X)
0400000US02,Alaska,736855,*****,385296,355,351559,355,7.4,0.1,7.2,0.1,7.5,0.1,7.1,0.1,6.9,0.2,7.4,0.2,6.9,0.1,6.9,0.2,6.8,0.2,6.7,0.1,6.8,0.1,6.5,0.1,8.1,0.1,8.7,0.1,7.3,0.1,8.3,0.1,8.4,0.1,8.2,0.1,7.4,0.1,7.5,0.1,7.3,0.1,6.4,0.2,6.5,0.2,6.3,0.2,6.1,0.2,5.9,0.2,6.2,0.2,6.4,0.1,6.4,0.1,6.4,0.1,7.1,0.1,7.1,0.1,7.1,0.1,7.1,0.2,6.9,0.2,7.3,0.2,5.7,0.2,5.8,0.2,5.6,0.2,3.9,0.1,3.9,0.1,3.9,0.1,2.5,0.1,2.4,0.1,2.6,0.1,1.4,0.1,1.4,0.1,1.4,0.1,0.9,0.1,0.7,0.1,1.1,0.1,0.8,0.1,0.5,0.1,1.1,0.1,14,0.1,13.8,0.1,14.2,0.1,4.1,0.1,4,0.1,4.2,0.1,10.7,0.1,11.6,0.1,9.7,0.1,42.9,0.1,43.9,0.1,41.9,0.1,77.2,0.1,77.5,0.1,76.8,0.1,74.5,0.1,74.9,0.1,74.1,0.1,15.1,0.2,14.7,0.2,15.6,0.2,12.5,0.1,12.1,0.2,12.9,0.2,9.4,0.1,8.9,0.1,10,0.1,3.1,0.1,2.6,0.1,3.6,0.1,33.6,0.2,33.3,0.2,34,0.2,109.6,0.2,(X),(X),(X),(X),53.5,0.1,(X),(X),(X),(X),14.4,0.1,(X),(X),(X),(X),39.1,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.3,(X),(X),(X),(X),(X)
0400000US04,Arizona,6728577,*****,3344106,449,3384471,449,6.5,0.1,6.6,0.1,6.3,0.1,6.8,0.1,7,0.1,6.6,0.1,6.8,0.1,6.9,0.1,6.6,0.1,6.8,0.1,7,0.1,6.6,0.1,7.2,0.1,7.5,0.1,6.9,0.1,6.8,0.1,7.1,0.1,6.5,0.1,6.6,0.1,6.8,0.1,6.4,0.1,6.2,0.1,6.3,0.1,6,0.1,6.3,0.1,6.3,0.1,6.2,0.1,6.1,0.1,6.1,0.1,6.1,0.1,6.4,0.1,6.3,0.1,6.4,0.1,6,0.1,5.8,0.1,6.3,0.1,5.8,0.1,5.5,0.1,6.1,0.1,5.2,0.1,4.9,0.1,5.5,0.1,4,0.1,3.8,0.1,4.2,0.1,2.9,0.1,2.8,0.1,3,0.1,2,0.1,1.8,0.1,2.1,0.1,1.8,0.1,1.4,0.1,2.2,0.1,13.6,0.1,13.9,0.1,13.2,0.1,4.1,0.1,4.2,0.1,3.9,0.1,9.9,0.1,10.4,0.1,9.5,0.1,39.8,0.1,41,0.1,38.6,0.1,78.6,0.1,78.1,0.1,79.2,0.1,75.9,0.1,75.3,0.1,76.6,0.1,21.7,0.1,20.2,0.1,23.1,0.1,19.3,0.1,18,0.1,20.7,0.1,15.9,0.1,14.7,0.1,17.1,0.1,6.7,0.1,6,0.1,7.4,0.1,37.1,0.2,35.8,0.1,38.4,0.1,98.8,0.1,(X),(X),(X),(X),66.6,0.1,(X),(X),(X),(X),26.5,0.1,(X),(X),(X),(X),40.1,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.8,(X),(X),(X),(X),(X)
0400000US05,Arkansas,2968472,*****,1456694,940,1511778,940,6.4,0.1,6.7,0.1,6.2,0.1,6.8,0.1,7.1,0.1,6.5,0.1,6.6,0.1,6.8,0.1,6.4,0.1,6.8,0.1,7,0.1,6.5,0.1,6.9,0.1,7.2,0.1,6.7,0.1,6.5,0.1,6.6,0.1,6.4,0.1,6.4,0.1,6.6,0.1,6.3,0.1,6.1,0.1,6.2,0.1,6,0.1,6.2,0.1,6.3,0.1,6.2,0.1,6.2,0.1,6.3,0.1,6.2,0.1,6.8,0.1,6.8,0.1,6.8,0.1,6.5,0.1,6.4,0.1,6.7,0.1,5.9,0.1,5.8,0.1,6.1,0.1,5.2,0.1,5,0.1,5.3,0.1,3.9,0.1,3.6,0.1,4.2,0.1,2.8,0.1,2.5,0.1,3,0.1,2,0.1,1.7,0.1,2.3,0.1,1.8,0.1,1.3,0.1,2.4,0.1,13.4,0.1,13.9,0.1,12.8,0.1,4,0.1,4.2,0.1,3.9,0.1,9.7,0.1,10.1,0.1,9.3,0.1,39.1,0.1,40,0.1,38.2,0.1,78.8,0.1,77.9,0.1,79.7,0.1,76.2,0.1,75.2,0.1,77.1,0.1,21.6,0.1,19.9,0.1,23.2,0.1,19.2,0.1,17.5,0.1,20.7,0.1,15.7,0.1,14.1,0.1,17.2,0.1,6.6,0.1,5.5,0.1,7.7,0.1,37.7,0.2,36.4,0.2,39.2,0.2,96.4,0.1,(X),(X),(X),(X),65.3,0.1,(X),(X),(X),(X),25.9,0.1,(X),(X),(X),(X),39.4,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.4,(X),(X),(X),(X),(X)
0400000US06,California,38654206,*****,19200970,820,19453236,820,6.5,0.1,6.7,0.1,6.3,0.1,6.6,0.1,6.7,0.1,6.4,0.1,6.6,0.1,6.7,0.1,6.4,0.1,6.8,0.1,7,0.1,6.6,0.1,7.5,0.1,7.8,0.1,7.2,0.1,7.6,0.1,7.8,0.1,7.3,0.1,7.2,0.1,7.4,0.1,7,0.1,6.7,0.1,6.7,0.1,6.6,0.1,6.7,0.1,6.7,0.1,6.6,0.1,6.7,0.1,6.8,0.1,6.7,0.1,6.8,0.1,6.8,0.1,6.8,0.1,6.3,0.1,6.1,0.1,6.4,0.1,5.4,0.1,5.2,0.1,5.6,0.1,4.3,0.1,4,0.1,4.5,0.1,3,0.1,2.8,0.1,3.2,0.1,2.2,0.1,2,0.1,2.4,0.1,1.6,0.1,1.4,0.1,1.9,0.1,1.8,0.1,1.3,0.1,2.2,0.1,13.1,0.1,13.5,0.1,12.8,0.1,4,0.1,4.2,0.1,3.9,0.1,10.2,0.1,10.7,0.1,9.8,0.1,42.4,0.1,43.5,0.1,41.2,0.1,79.1,0.1,78.5,0.1,79.6,0.1,76.4,0.1,75.7,0.1,77,0.1,18.3,0.1,16.6,0.1,19.9,0.1,16,0.1,14.4,0.1,17.5,0.1,12.9,0.1,11.4,0.1,14.3,0.1,5.6,0.1,4.6,0.1,6.5,0.1,36,0.1,34.9,0.1,37.1,0.1,98.7,0.1,(X),(X),(X),(X),57.5,0.1,(X),(X),(X),(X),20.3,0.1,(X),(X),(X),(X),37.3,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.9,(X),(X),(X),(X),(X)
0400000US08,Colorado,5359295,*****,2689636,802,2669659,802,6.3,0.1,6.4,0.1,6.1,0.1,6.6,0.1,6.8,0.1,6.5,0.1,6.6,0.1,6.7,0.1,6.5,0.1,6.4,0.1,6.6,0.1,6.3,0.1,7.1,0.1,7.4,0.1,6.8,0.1,7.5,0.1,7.7,0.1,7.2,0.1,7.4,0.1,7.6,0.1,7.2,0.1,6.9,0.1,7,0.1,6.7,0.1,6.6,0.1,6.8,0.1,6.5,0.1,6.5,0.1,6.5,0.1,6.5,0.1,6.9,0.1,6.8,0.1,7,0.1,6.7,0.1,6.5,0.1,6.8,0.1,5.9,0.1,5.8,0.1,6,0.1,4.6,0.1,4.5,0.1,4.8,0.1,3,0.1,2.8,0.1,3.2,0.1,2.1,0.1,1.9,0.1,2.3,0.1,1.4,0.1,1.2,0.1,1.7,0.1,1.5,0.1,1,0.1,1.9,0.1,13.2,0.1,13.5,0.1,12.9,0.1,3.8,0.1,3.9,0.1,3.7,0.1,9.8,0.1,10.1,0.1,9.4,0.1,42,0.1,43.2,0.1,40.7,0.1,79.2,0.1,78.8,0.1,79.6,0.1,76.7,0.1,76.3,0.1,77.2,0.1,18.5,0.1,17.2,0.1,19.9,0.1,16,0.1,14.7,0.1,17.3,0.1,12.7,0.1,11.4,0.1,13.9,0.1,5,0.1,4.1,0.1,5.9,0.1,36.4,0.1,35.5,0.1,37.4,0.1,100.7,0.1,(X),(X),(X),(X),56,0.1,(X),(X),(X),(X),19.7,0.1,(X),(X),(X),(X),36.3,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.4,(X),(X),(X),(X),(X)
0400000US09,Connecticut,3588570,*****,1750270,338,1838300,338,5.3,0.1,5.5,0.1,5,0.1,5.9,0.1,6.2,0.1,5.6,0.1,6.4,0.1,6.7,0.1,6.1,0.1,7,0.1,7.4,0.1,6.7,0.1,6.7,0.1,7.2,0.1,6.3,0.1,6.1,0.1,6.4,0.1,5.9,0.1,6.1,0.1,6.2,0.1,6,0.1,5.8,0.1,5.8,0.1,5.7,0.1,6.5,0.1,6.4,0.1,6.5,0.1,7.3,0.1,7.3,0.1,7.4,0.1,7.9,0.1,7.8,0.1,7.9,0.1,7.4,0.1,7.4,0.1,7.3,0.1,6.2,0.1,6.1,0.1,6.4,0.1,5,0.1,4.8,0.1,5.1,0.1,3.5,0.1,3.3,0.1,3.7,0.1,2.6,0.1,2.3,0.1,2.8,0.1,2,0.1,1.6,0.1,2.3,0.1,2.5,0.1,1.6,0.1,3.2,0.1,12.2,0.1,12.8,0.1,11.7,0.1,4.1,0.1,4.3,0.1,3.9,0.1,9.7,0.1,10.3,0.1,9.2,0.1,38.2,0.1,39.5,0.1,37.1,0.1,81.1,0.1,80.2,0.1,82,0.1,78.4,0.1,77.4,0.1,79.4,0.1,21.7,0.1,19.7,0.1,23.6,0.1,19,0.1,17.1,0.1,20.8,0.1,15.5,0.1,13.6,0.1,17.2,0.1,7,0.1,5.6,0.1,8.4,0.1,40.6,0.1,38.8,0.1,42.1,0.1,95.2,0.1,(X),(X),(X),(X),58.8,0.1,(X),(X),(X),(X),24.6,0.1,(X),(X),(X),(X),34.2,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
0400000US10,Delaware,934695,*****,452416,162,482279,162,5.9,0.1,6.3,0.1,5.7,0.1,6.1,0.1,6.2,0.2,6,0.2,6.1,0.1,6.6,0.2,5.7,0.2,6.5,0.1,6.8,0.1,6.2,0.1,6.8,0.1,7.1,0.1,6.6,0.1,6.8,0.1,7.1,0.1,6.6,0.1,6.3,0.1,6.4,0.1,6.2,0.1,5.9,0.1,5.9,0.2,5.9,0.2,5.9,0.1,6,0.2,5.8,0.2,6.7,0.1,6.6,0.1,6.7,0.1,7.2,0.1,7.2,0.1,7.3,0.1,7,0.1,6.7,0.2,7.3,0.2,6.2,0.1,6.1,0.2,6.3,0.2,5.6,0.1,5.3,0.1,5.9,0.1,4.1,0.1,4,0.1,4.2,0.1,2.9,0.1,2.7,0.1,3.1,0.1,1.9,0.1,1.7,0.1,2.1,0.1,1.9,0.1,1.4,0.1,2.4,0.1,12.2,0.1,12.7,0.1,11.7,0.1,3.7,0.1,3.9,0.1,3.5,0.1,9.6,0.1,9.9,0.1,9.3,0.1,38.2,0.1,39.2,0.1,37.3,0.1,80.6,0.1,79.6,0.1,81.5,0.1,78.2,0.1,77.1,0.1,79.2,0.1,22.7,0.1,21.2,0.2,24.1,0.2,20.1,0.1,18.7,0.1,21.5,0.2,16.5,0.1,15.1,0.1,17.7,0.1,6.7,0.1,5.8,0.1,7.6,0.1,39.6,0.2,38,0.2,41.1,0.2,93.8,0.1,(X),(X),(X),(X),62.1,0.1,(X),(X),(X),(X),26.7,0.1,(X),(X),(X),(X),35.4,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
0400000US11,District of Columbia,659009,*****,312629,148,346380,148,6.4,0.1,6.8,0.1,5.9,0.1,4.9,0.1,5.2,0.2,4.6,0.2,3.8,0.1,3.9,0.2,3.6,0.2,5.8,0.1,5.7,0.1,5.8,0.1,8.9,0.1,8.7,0.1,9.2,0.1,11.9,0.1,11.5,0.1,12.2,0.1,10.8,0.1,10.9,0.1,10.7,0.1,7.7,0.2,7.9,0.3,7.4,0.2,6.4,0.2,6.9,0.3,6,0.2,5.8,0.1,6.2,0.1,5.5,0.1,5.9,0.1,6.2,0.1,5.6,0.1,5.5,0.1,5.6,0.2,5.3,0.2,5,0.1,4.7,0.2,5.3,0.2,3.7,0.1,3.2,0.1,4.1,0.1,2.8,0.1,2.7,0.1,2.9,0.1,1.9,0.1,1.6,0.1,2.3,0.1,1.4,0.1,1.1,0.1,1.6,0.1,1.6,0.1,1.1,0.1,2.1,0.1,8.7,0.1,9.2,0.1,8.2,0.1,2.4,0.1,2.5,0.1,2.2,0.1,12.3,0.1,11.9,0.1,12.7,0.1,51.4,0.1,51.6,0.1,51.3,0.1,84.2,0.1,83.1,0.1,85.1,0.1,82.6,0.1,81.5,0.1,83.6,0.1,16.4,0.1,14.4,0.2,18.1,0.2,14.3,0.1,12.5,0.2,15.9,0.2,11.4,0.1,9.8,0.1,12.9,0.1,4.9,0.1,3.8,0.1,6,0.1,33.8,0.1,33.6,0.2,34,0.2,90.3,0.1,(X),(X),(X),(X),40.5,0.1,(X),(X),(X),(X),16,0.1,(X),(X),(X),(X),24.4,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.2,(X),(X),(X),(X),(X)
0400000US12,Florida,19934451,*****,9741262,1330,10193189,1330,5.5,0.1,5.7,0.1,5.3,0.1,5.6,0.1,5.9,0.1,5.4,0.1,5.7,0.1,6,0.1,5.5,0.1,5.9,0.1,6.3,0.1,5.7,0.1,6.5,0.1,6.8,0.1,6.2,0.1,6.5,0.1,6.8,0.1,6.3,0.1,6.2,0.1,6.3,0.1,6,0.1,5.9,0.1,6,0.1,5.8,0.1,6.3,0.1,6.3,0.1,6.2,0.1,6.6,0.1,6.7,0.1,6.6,0.1,7.1,0.1,7.1,0.1,7.1,0.1,6.7,0.1,6.6,0.1,6.9,0.1,6.2,0.1,5.9,0.1,6.5,0.1,5.8,0.1,5.6,0.1,6.1,0.1,4.6,0.1,4.4,0.1,4.8,0.1,3.5,0.1,3.3,0.1,3.7,0.1,2.5,0.1,2.3,0.1,2.8,0.1,2.6,0.1,2,0.1,3.2,0.1,11.3,0.1,11.9,0.1,10.9,0.1,3.6,0.1,3.7,0.1,3.4,0.1,8.9,0.1,9.4,0.1,8.5,0.1,37.4,0.1,38.6,0.1,36.2,0.1,82,0.1,81.1,0.1,82.8,0.1,79.6,0.1,78.7,0.1,80.5,0.1,25.3,0.1,23.4,0.1,27.1,0.1,22.7,0.1,21,0.1,24.4,0.1,19.1,0.1,17.5,0.1,20.5,0.1,8.6,0.1,7.5,0.1,9.6,0.1,41.6,0.1,40.1,0.1,43.1,0.1,95.6,0.1,(X),(X),(X),(X),65.1,0.1,(X),(X),(X),(X),31.5,0.1,(X),(X),(X),(X),33.7,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.3,(X),(X),(X),(X),(X)
